no,Nama Partai,Nama Calon Legislatif,Jenis KeLamin,Kecamatan,No Urut Parpol,Suara Sah Partai,Jumlah Perolehan Kursi,Daerah Pemilihan,No Urut Caleg,Suara Sah Caleg,Terpilih atau Tidak
1395, Partai Persatuan Pembangunan ,IDA RUSNAINI,P, Kota Administrasi Jakarta Selatan ,24,55385,7,DP-4,15,70,TIDAK
1396, Partai Persatuan Pembangunan ,WARDJOKO,L, Kota Administrasi Jakarta Selatan ,24,55385,7,DP-4,16,344,TIDAK
1397, Partai Persatuan Pembangunan ,"Drs. H.A. DADANG KAFRAWI, M.Si.",L, Kota Administrasi Jakarta Selatan ,24,55385,7,DP-4,17,2881,TIDAK
1398, Partai Persatuan Pembangunan ,Hj. SITI NUR ISNAINI,P, Kota Administrasi Jakarta Selatan ,24,55385,7,DP-4,18,350,TIDAK
1399, Partai Persatuan Pembangunan ,H. M. YUSUF ASMAWI,L, Kota Administrasi Jakarta Selatan ,24,55385,7,DP-4,19,1568,TIDAK
1400, Partai Persatuan Pembangunan ,"H. A. SYAIFUDIN, BE., MED.",L, Kota Administrasi Jakarta Selatan ,24,55385,7,DP-4,20,1517,TIDAK
1401, Partai Persatuan Pembangunan ,INDAH LAZA WARDIAH,P, Kota Administrasi Jakarta Selatan ,24,55385,7,DP-4,21,103,TIDAK
1402, Partai Persatuan Pembangunan ,AKHMAD HIDAYAT,L, Kota Administrasi Jakarta Selatan ,24,55385,7,DP-4,22,780,TIDAK
1403, Partai Persatuan Pembangunan ,CECEP AGUS,L, Kota Administrasi Jakarta Selatan ,24,55385,7,DP-4,23,296,TIDAK
1404, Partai Persatuan Pembangunan ,NURHAYATI,P, Kota Administrasi Jakarta Selatan ,24,55385,7,DP-4,24,158,TIDAK
1405, Partai Persatuan Pembangunan ,AMIRULLAH,L, Kota Administrasi Jakarta Selatan ,24,55385,7,DP-4,25,567,TIDAK
1406, Partai Persatuan Pembangunan ,"AFDAL AFFAN, SH.",L, Kota Administrasi Jakarta Barat ,24,29775,7,DP-5,1,2857,TIDAK
1407, Partai Persatuan Pembangunan ,DEDY KURNIAWAN,L, Kota Administrasi Jakarta Barat ,24,29775,7,DP-5,2,1396,TIDAK
1408, Partai Persatuan Pembangunan ,Dra. SUNNY,P, Kota Administrasi Jakarta Barat ,24,29775,7,DP-5,3,1514,TIDAK
1409, Partai Persatuan Pembangunan ,"ABDUL AZIZ, SE.",L, Kota Administrasi Jakarta Barat ,24,29775,7,DP-5,4,4472,YA
1410, Partai Persatuan Pembangunan ,"JAMHURI, SH.",L, Kota Administrasi Jakarta Barat ,24,29775,7,DP-5,5,1332,TIDAK
1411, Partai Persatuan Pembangunan ,"SRI WAHYUNI, S.Ag.",P, Kota Administrasi Jakarta Barat ,24,29775,7,DP-5,6,502,TIDAK
1412, Partai Persatuan Pembangunan ,"Drs. H. MUTTA'ALIM, MM.",L, Kota Administrasi Jakarta Barat ,24,29775,7,DP-5,7,1829,TIDAK
1413, Partai Persatuan Pembangunan ,SRI MULYANTO,L, Kota Administrasi Jakarta Barat ,24,29775,7,DP-5,8,142,TIDAK
1414, Partai Persatuan Pembangunan ,DWI YULIANTI,P, Kota Administrasi Jakarta Barat ,24,29775,7,DP-5,9,175,TIDAK
1415, Partai Persatuan Pembangunan ,"H. ZAMAKH SARI HM, SH., MH.",L, Kota Administrasi Jakarta Barat ,24,29775,7,DP-5,10,2360,TIDAK
1416, Partai Persatuan Pembangunan ,H. ABDUL SANI HUTAJULU,L, Kota Administrasi Jakarta Barat ,24,29775,7,DP-5,11,247,TIDAK
1417, Partai Persatuan Pembangunan ,MUSIAMAH,P, Kota Administrasi Jakarta Barat ,24,29775,7,DP-5,12,131,TIDAK
1418, Partai Persatuan Pembangunan ,"DULLOH SUHERMAN, S.Ag.",L, Kota Administrasi Jakarta Barat ,24,29775,7,DP-5,13,258,TIDAK
1419, Partai Persatuan Pembangunan ,AHMAD,L, Kota Administrasi Jakarta Barat ,24,29775,7,DP-5,14,905,TIDAK
1420, Partai Persatuan Pembangunan ,SAIDAH,P, Kota Administrasi Jakarta Barat ,24,29775,7,DP-5,15,169,TIDAK
1421, Partai Persatuan Pembangunan ,"H. A. CHUDLARY SYAFI'I HADZAMI, S. SOS.",L, Kota Administrasi Jakarta Barat ,24,29775,7,DP-5,16,787,TIDAK
1422, Partai Persatuan Pembangunan ,ROJALIH AR.,L, Kota Administrasi Jakarta Barat ,24,29775,7,DP-5,17,704,TIDAK
1423, Partai Persatuan Pembangunan ,SRI SUNARSIH,P, Kota Administrasi Jakarta Barat ,24,29775,7,DP-5,18,130,TIDAK
1424, Partai Persatuan Pembangunan ,RAHMAT HIDAYAT,L, Kota Administrasi Jakarta Barat ,24,29775,7,DP-5,19,306,TIDAK
1425, Partai Persatuan Pembangunan ,"OKTO WIRYAWAN SUBAGYO, S. SOS.",L, Kota Administrasi Jakarta Barat ,24,29775,7,DP-5,20,47,TIDAK
1426, Partai Persatuan Pembangunan ,TARWIYAH,P, Kota Administrasi Jakarta Barat ,24,29775,7,DP-5,21,44,TIDAK
1427, Partai Persatuan Pembangunan ,"H. AHMAD RIPAIH, SE.",L, Kota Administrasi Jakarta Barat ,24,29775,7,DP-5,22,515,TIDAK
1428,Partai Damai Sejahtera,Drs. SAHRIANTA TARIGAN,L, Kota Administrasi Jakarta Pusat ,25,29592,4,DP-1,1,5235,YA
1429,Partai Damai Sejahtera,LIBRATA NABABAN,L, Kota Administrasi Jakarta Timur ,25,29592,4,DP-1,2,2618,TIDAK
1430,Partai Damai Sejahtera,ARCE SOUISA,P, Kota Administrasi Jakarta Utara ,25,29592,4,DP-1,3,1091,TIDAK
1431,Partai Damai Sejahtera,BANDAR PANGGABEAN,L, Kota Administrasi Jakarta Utara ,25,29592,4,DP-1,4,1776,TIDAK
1432,Partai Damai Sejahtera,DARMANIYAH,P, Kota Administrasi Jakarta Utara ,25,29592,4,DP-1,5,319,TIDAK
1433,Partai Damai Sejahtera,TIGORMAN HALOHO,L, Kota Administrasi Jakarta Utara ,25,29592,4,DP-1,6,313,TIDAK
1434,Partai Damai Sejahtera,VENTJE SUMAPODE,L, Kota Administrasi Jakarta Utara ,25,29592,4,DP-1,7,641,TIDAK
1435,Partai Damai Sejahtera,THERESIA SUTARMI,P, Kota Administrasi Jakarta Utara ,25,29592,4,DP-1,8,1538,TIDAK
1436,Partai Damai Sejahtera,ANDREAS S. BOLANG,L, Kota Administrasi Jakarta Utara ,25,29592,4,DP-1,9,922,TIDAK
1437,Partai Damai Sejahtera,DENY SUTEJA,L, Kota Administrasi Jakarta Utara ,25,29592,4,DP-1,10,962,TIDAK
1438,Partai Damai Sejahtera,"AMISTAN PURBA, SE.",L, Kota Administrasi Jakarta Utara ,25,29592,4,DP-1,11,1081,TIDAK
1439,Partai Damai Sejahtera,MORINA EVELIN,P, Kota Administrasi Jakarta Utara ,25,29592,4,DP-1,12,597,TIDAK
1440,Partai Damai Sejahtera,CASTOR JONIS TINDAGE,L, Kota Administrasi Jakarta Utara ,25,29592,4,DP-1,13,778,TIDAK
1441,Partai Damai Sejahtera,PIETER PARANTEAN,L, Kota Administrasi Jakarta Utara ,25,29592,4,DP-1,14,612,TIDAK
1442,Partai Damai Sejahtera,ELISABETH NGUDJUAWANG,P, Kota Administrasi Jakarta Utara ,25,29592,4,DP-1,15,605,TIDAK
1443,Partai Damai Sejahtera,"WILLEM TUMBEL, SH.",L, Kota Administrasi Jakarta Utara ,25,29592,4,DP-1,16,597,TIDAK
1444,Partai Damai Sejahtera,MAROJAHAN PANGGABEAN,L, Kota Administrasi Jakarta Utara ,25,29592,4,DP-1,17,358,TIDAK
1445,Partai Damai Sejahtera,MARISI NAINGGOLAN,P, Kota Administrasi Jakarta Utara ,25,29592,4,DP-1,18,535,TIDAK
1446,Partai Damai Sejahtera,"Ir. TUMPAK ELVENSIUS SITIO, MM.",L, Kota Administrasi Jakarta Utara ,25,29592,4,DP-1,19,697,TIDAK
1447,Partai Damai Sejahtera,MAHENDRA T. SIBERO,L, Kota Administrasi Jakarta Pusat ,25,16231,4,DP-2,1,2409,TIDAK
1448,Partai Damai Sejahtera,"Drs. RONNY WONGKAR, MA.",L, Kota Administrasi Jakarta Pusat ,25,16231,4,DP-2,2,2185,TIDAK
1449,Partai Damai Sejahtera,FEMI MAGDALENA LUMOWA,P, Kota Administrasi Jakarta Pusat ,25,16231,4,DP-2,3,1511,TIDAK
1450,Partai Damai Sejahtera,"ASTRO P. GIRSANG, SH.",L, Kota Administrasi Jakarta Pusat ,25,16231,4,DP-2,4,651,TIDAK
1451,Partai Damai Sejahtera,JIMMY YOKE POLII,L, Kota Administrasi Jakarta Pusat ,25,16231,4,DP-2,5,683,TIDAK
1452,Partai Damai Sejahtera,ROMANNA NAIBAHO,P, Kota Administrasi Jakarta Pusat ,25,16231,4,DP-2,6,466,TIDAK
1453,Partai Damai Sejahtera,IMAN HUTABARAT,L, Kota Administrasi Jakarta Pusat ,25,16231,4,DP-2,7,736,TIDAK
1454,Partai Damai Sejahtera,Drs. HADI TRIWIDIANTO,L, Kota Administrasi Jakarta Pusat ,25,16231,4,DP-2,8,419,TIDAK
1455,Partai Damai Sejahtera,YOLANDA MARLINE,P, Kota Administrasi Jakarta Pusat ,25,16231,4,DP-2,9,843,TIDAK
1456,Partai Damai Sejahtera,IDA MEIYANTI S. SE.,P, Kota Administrasi Jakarta Selatan ,25,16231,4,DP-2,10,290,TIDAK
1457,Partai Damai Sejahtera,DEDI MAULANA,L, Kota Administrasi Jakarta Pusat ,25,16231,4,DP-2,11,84,TIDAK
1458,Partai Damai Sejahtera,SIMON BOLIVAR S. MELIALA,L, Kota Administrasi Jakarta Timur ,25,16231,4,DP-2,12,228,TIDAK
1459,Partai Damai Sejahtera,Ir. FAREL SILALAHI,L, Kota Administrasi Jakarta Pusat ,25,33492,4,DP-3,1,7255,YA
1460,Partai Damai Sejahtera,IRIANTO GINTING,L, Kota Administrasi Jakarta Timur ,25,33492,4,DP-3,2,1745,TIDAK
1461,Partai Damai Sejahtera,EMMILIA KRISTINA HUTAGAOL,P, Kota Administrasi Jakarta Barat ,25,33492,4,DP-3,3,1433,TIDAK
1462,Partai Damai Sejahtera,BETTIN SITOMPUL,L, Kota Administrasi Jakarta Timur ,25,33492,4,DP-3,4,503,TIDAK
1463,Partai Damai Sejahtera,MONISYAH HUTABARAT,L, Kota Administrasi Jakarta Timur ,25,33492,4,DP-3,5,745,TIDAK
1464,Partai Damai Sejahtera,TIAPUL HUTAHEAN,P, Kota Administrasi Jakarta Timur ,25,33492,4,DP-3,6,1104,TIDAK
1465,Partai Damai Sejahtera,RUBEN ROY HORAS NAINGGOLAN,L, Kota Administrasi Jakarta Timur ,25,33492,4,DP-3,7,715,TIDAK
1466,Partai Damai Sejahtera,"HARAPAN DOLOKSARIBU, SH.",L, Kota Administrasi Jakarta Timur ,25,33492,4,DP-3,8,616,TIDAK
1467,Partai Damai Sejahtera,VERANITA SIAGIAN,P, Kota Administrasi Jakarta Timur ,25,33492,4,DP-3,9,579,TIDAK
1468,Partai Damai Sejahtera,MUGIMAN,L, Kota Administrasi Jakarta Timur ,25,33492,4,DP-3,10,307,TIDAK
1469,Partai Damai Sejahtera,MARKUS FREDDY SITORUS,L, Kota Administrasi Jakarta Timur ,25,33492,4,DP-3,11,1136,TIDAK
1470,Partai Damai Sejahtera,DR. NORMA D. SINAGA,P, Kota Administrasi Jakarta Timur ,25,33492,4,DP-3,12,1672,TIDAK
1471,Partai Damai Sejahtera,"Drs. ELIVER RADJAGOEKGOEK, M.Sc.",L, Kota Administrasi Jakarta Selatan ,25,33492,4,DP-3,13,2073,TIDAK
1472,Partai Damai Sejahtera,PARULIAN DOLOK SARIBU,L, Kota Administrasi Jakarta Timur ,25,33492,4,DP-3,14,212,TIDAK
1473,Partai Damai Sejahtera,MERY SONDANG NAPITUPULU,P, Kota Administrasi Jakarta Timur ,25,33492,4,DP-3,15,740,TIDAK
1474,Partai Damai Sejahtera,RAMLI HASUDUNGAN SIDABUTAR,L, Kota Administrasi Jakarta Timur ,25,33492,4,DP-3,16,349,TIDAK
1475,Partai Damai Sejahtera,Drs. ROBERT PELENKAHU,L, Kota Administrasi Jakarta Timur ,25,33492,4,DP-3,17,446,TIDAK
1476,Partai Damai Sejahtera,"MARTINA PIRANTI, S.Sos",P, Kota Administrasi Jakarta Timur ,25,33492,4,DP-3,18,264,TIDAK
1477,Partai Damai Sejahtera,"JOSE TOGI P. SILITONGA, SH.",L, Kota Administrasi Jakarta Timur ,25,33492,4,DP-3,19,1087,TIDAK
1478,Partai Damai Sejahtera,TRIKORANTO,L, Kota Administrasi Jakarta Timur ,25,33492,4,DP-3,20,206,TIDAK
1479,Partai Damai Sejahtera,NARIA JOSEPHINE S.,P, Kota Administrasi Jakarta Timur ,25,33492,4,DP-3,21,442,TIDAK
1480,Partai Damai Sejahtera,BINSAR PARULIAN,L, Kota Administrasi Jakarta Timur ,25,33492,4,DP-3,22,173,TIDAK
1481,Partai Damai Sejahtera,ALFERD ABRAHAM NDUN,L, Kota Administrasi Jakarta Timur ,25,33492,4,DP-3,23,168,TIDAK
1482,Partai Damai Sejahtera,HOTMA DASPA YOSEFINA,P, Kota Administrasi Jakarta Timur ,25,33492,4,DP-3,24,102,TIDAK
1483,Partai Damai Sejahtera,"ERWIN MAURITS HOELY, SE.",L, Kota Administrasi Jakarta Timur ,25,33492,4,DP-3,25,350,TIDAK
1484,Partai Damai Sejahtera,SAPTA BERLAKSA UTAMA S.,L, Kota Administrasi Jakarta Timur ,25,33492,4,DP-3,26,211,TIDAK
1485,Partai Damai Sejahtera,NUNING HERAWATI,P, Kota Administrasi Jakarta Timur ,25,33492,4,DP-3,27,467,TIDAK
1486,Partai Damai Sejahtera,NUGROHO,L, Bekasi ,25,33492,4,DP-3,28,175,TIDAK
1487,Partai Damai Sejahtera,DWI RIANTA SOERBAKTI,L, Kota Administrasi Jakarta Selatan ,25,18316,4,DP-4,1,3062,YA
1488,Partai Damai Sejahtera,PATRICK F.Y. TEWU,L, Kota Administrasi Jakarta Pusat ,25,18316,4,DP-4,2,1094,TIDAK
1489,Partai Damai Sejahtera,R. BERTHA SARAGIH,P, Kota Administrasi Jakarta Selatan ,25,18316,4,DP-4,3,2850,TIDAK
1490,Partai Damai Sejahtera,RIMBOT TURNIP,L, Kota Administrasi Jakarta Selatan ,25,18316,4,DP-4,4,449,TIDAK
1491,Partai Damai Sejahtera,"DEWI PINKAN PERMANA, SH.",P, Kota Administrasi Jakarta Selatan ,25,18316,4,DP-4,5,732,TIDAK
1492,Partai Damai Sejahtera,HERBERT PARULIAN RAJAGUKGUK,L, Kota Administrasi Jakarta Selatan ,25,18316,4,DP-4,6,529,TIDAK
1493,Partai Damai Sejahtera,"Dra. MARISI SILAEN, MM.",P, Kota Administrasi Jakarta Selatan ,25,18316,4,DP-4,7,457,TIDAK
1494,Partai Damai Sejahtera,EDDY S.M. PANGGABEAN,L,Tangerang,25,18316,4,DP-4,8,563,TIDAK
1495,Partai Damai Sejahtera,DONNY ANDY SARAGIH,L, Kota Administrasi Jakarta Timur ,25,18316,4,DP-4,9,201,TIDAK
1496,Partai Damai Sejahtera,VIENDRIET THERESARI,P, Kota Administrasi Jakarta Pusat ,25,18316,4,DP-4,10,196,TIDAK
1497,Partai Damai Sejahtera,BEN V.B. SITOMPUL,L, Kota Administrasi Jakarta Selatan ,25,18316,4,DP-4,11,1212,TIDAK
1498,Partai Damai Sejahtera,Drs. F. UTU SOEHARTO,L, Kota Administrasi Jakarta Pusat ,25,18316,4,DP-4,12,255,TIDAK
1499,Partai Damai Sejahtera,DJASMEN MANURUNG,L, Kota Administrasi Jakarta Selatan ,25,18316,4,DP-4,13,260,TIDAK
1500,Partai Damai Sejahtera,RAMLI SIPAYUNG,L, Kota Administrasi Jakarta Selatan ,25,18316,4,DP-4,14,62,TIDAK
1501,Partai Damai Sejahtera,RIBKA PERDAMENTA,P, Kota Administrasi Jakarta Selatan ,25,18316,4,DP-4,15,163,TIDAK
1502,Partai Damai Sejahtera,PORMAN TAMBUNAN,L, Kota Administrasi Jakarta Selatan ,25,18316,4,DP-4,16,362,TIDAK
1503,Partai Damai Sejahtera,TOHOM HASIHOLAN,L,Tangerang,25,18316,4,DP-4,17,108,TIDAK
1504,Partai Damai Sejahtera,DINA DUMARIA OKLANY S.,P, Kota Administrasi Jakarta Selatan ,25,18316,4,DP-4,18,75,TIDAK
1505,Partai Damai Sejahtera,NOVENTI SUNARYA,P,Bogor,25,18316,4,DP-4,19,85,TIDAK
1506,Partai Damai Sejahtera,DAHMINAR ISCANA DEWI,P, Kota Administrasi Jakarta Selatan ,25,18316,4,DP-4,20,51,TIDAK
1507,Partai Damai Sejahtera,DEVIE VALENTINO LENDWAY,L, Kota Administrasi Jakarta Pusat ,25,18316,4,DP-4,21,182,TIDAK
1508,Partai Damai Sejahtera,BUDIJANTO S. DALLWANG,L, Kota Administrasi Jakarta Barat ,25,29959,4,DP-5,1,2172,TIDAK
1509,Partai Damai Sejahtera,ANDRI ARIJA HUTASOIT,L, Kota Administrasi Jakarta Pusat ,25,29959,4,DP-5,2,2193,TIDAK
1510,Partai Damai Sejahtera,ELISABETH LIESTRIANA M. SE.,P, Kota Administrasi Jakarta Selatan ,25,29959,4,DP-5,3,3302,YA
1511,Partai Damai Sejahtera,"LUHUT M. DOLOK SARIBU, SH.",L, Kota Administrasi Jakarta Barat ,25,29959,4,DP-5,4,808,TIDAK
1512,Partai Damai Sejahtera,TUPADO PANGGABEAN,L, Kota Administrasi Jakarta Barat ,25,29959,4,DP-5,5,857,TIDAK
1513,Partai Damai Sejahtera,GRACIA JULITA HOTMAIDA P.,P, Kota Administrasi Jakarta Barat ,25,29959,4,DP-5,6,1528,TIDAK
1514,Partai Damai Sejahtera,"Drs. RAIDERS SOLOMON MARPAUNG, MM.",L, Kota Administrasi Jakarta Barat ,25,29959,4,DP-5,7,942,TIDAK
1515,Partai Damai Sejahtera,"Drs. GAMAL SIREGAR, SE., SH., MM., MH.",L,Bekasi,25,29959,4,DP-5,8,903,TIDAK
1516,Partai Damai Sejahtera,RUMONDANG MANULLANG,P, Kota Administrasi Jakarta Barat ,25,29959,4,DP-5,9,501,TIDAK
1517,Partai Damai Sejahtera,IKA EFENDI SINAGA,L, Kota Administrasi Jakarta Barat ,25,29959,4,DP-5,10,1103,TIDAK
1518,Partai Damai Sejahtera,SOESANTO WIDJAJA,L, Kota Administrasi Jakarta Selatan ,25,29959,4,DP-5,11,1227,TIDAK
1519,Partai Damai Sejahtera,"YEVY JANAWATI, SH.",P, Kota Administrasi Jakarta Timur ,25,29959,4,DP-5,12,333,TIDAK
1520,Partai Damai Sejahtera,AGUS SENTOSA CAHAYA,L, Kota Administrasi Jakarta Barat ,25,29959,4,DP-5,13,614,TIDAK
1521,Partai Damai Sejahtera,SABAR HUTABARAT,L, Kota Administrasi Jakarta Barat ,25,29959,4,DP-5,14,564,TIDAK
1522,Partai Damai Sejahtera,THE SEPTO VIO GIANA,P, Kota Administrasi Jakarta Pusat ,25,29959,4,DP-5,15,434,TIDAK
1523,Partai Damai Sejahtera,LENDRI SUSENO MARTIO,L, Kota Administrasi Jakarta Barat ,25,29959,4,DP-5,16,312,TIDAK
1524,Partai Damai Sejahtera,YAKIN GINTING,L, Kota Administrasi Jakarta Pusat ,25,29959,4,DP-5,17,245,TIDAK
1525,Partai Damai Sejahtera,FAUZIAH,P, Kota Administrasi Jakarta Utara ,25,29959,4,DP-5,18,62,TIDAK
1526,Partai Damai Sejahtera,FRANS JULIUS WENAS,L,Tangerang,25,29959,4,DP-5,19,986,TIDAK
1527,Partai Nasional Benteng Indonesia,SADIJO TJITRO PRAWIRO,L, Kota Administrasi Jakarta Utara ,26,1592,0,DP-1,1,697,TIDAK
1528,Partai Nasional Benteng Indonesia,DEWI APRILIANI,P, Kota Administrasi Jakarta Utara ,26,1592,0,DP-1,2,251,TIDAK
1529,Partai Nasional Benteng Indonesia,"Ir. FERNANDO SILALAHI, SH.",L, Kota Administrasi Jakarta Utara ,26,1592,0,DP-1,3,80,TIDAK
1530,Partai Nasional Benteng Indonesia,SAHLAN,L, Kota Administrasi Jakarta Utara ,26,1592,0,DP-1,4,87,TIDAK
1531,Partai Nasional Benteng Indonesia,LAKSONO RAHARDJO,L, Kota Administrasi Jakarta Utara ,26,1592,0,DP-1,5,20,TIDAK
1532,Partai Nasional Benteng Indonesia,RAFLIANI,P, Kota Administrasi Jakarta Utara ,26,1592,0,DP-1,6,31,TIDAK
1533,Partai Nasional Benteng Indonesia,"EMANUEL R. PANDEGA, SH.",L, Kota Administrasi Jakarta Utara ,26,1592,0,DP-1,7,55,TIDAK
1534,Partai Nasional Benteng Indonesia,SYAHRONI,L, Kota Administrasi Jakarta Utara ,26,1592,0,DP-1,8,50,TIDAK
1535,Partai Nasional Benteng Indonesia,"H. DARMIAZI, BE.",L, Kota Administrasi Jakarta Pusat ,26,580,0,DP-2,1,179,TIDAK
1536,Partai Nasional Benteng Indonesia,NURSULISTO SYAMSIARDI,L, Kota Administrasi Jakarta Pusat ,26,580,0,DP-2,2,96,TIDAK
1537,Partai Nasional Benteng Indonesia,IKA MEDIKA,P, Kota Administrasi Jakarta Pusat ,26,580,0,DP-2,3,29,TIDAK
1538,Partai Nasional Benteng Indonesia,ROBBY ARIANDA SIREGAR,L, Kota Administrasi Jakarta Pusat ,26,580,0,DP-2,4,37,TIDAK
1539,Partai Nasional Benteng Indonesia,LIEKE EMAN,P, Kota Administrasi Jakarta Pusat ,26,580,0,DP-2,5,31,TIDAK
1540,Partai Nasional Benteng Indonesia,REDITI ANDHIKA DHANY,L, Kota Administrasi Jakarta Pusat ,26,580,0,DP-2,6,10,TIDAK
1541,Partai Nasional Benteng Indonesia,Drs. NIKSON NABABAN,L, Kota Administrasi Jakarta Timur ,26,2790,0,DP-3,1,1165,TIDAK
1542,Partai Nasional Benteng Indonesia,"ROLAS SITINJAK, SH., MH.",L, Kota Administrasi Jakarta Timur ,26,2790,0,DP-3,2,303,TIDAK
1543,Partai Nasional Benteng Indonesia,ANITA GUMALA,P, Kota Administrasi Jakarta Timur ,26,2790,0,DP-3,3,58,TIDAK
1544,Partai Nasional Benteng Indonesia,ADI SUCIPTO,L, Kota Administrasi Jakarta Timur ,26,2790,0,DP-3,4,68,TIDAK
1545,Partai Nasional Benteng Indonesia,"CHARLES SIHOMBING, SH., MH.",L, Kota Administrasi Jakarta Timur ,26,2790,0,DP-3,5,310,TIDAK
1546,Partai Nasional Benteng Indonesia,RUWIYATI,P, Kota Administrasi Jakarta Timur ,26,2790,0,DP-3,6,57,TIDAK
1547,Partai Nasional Benteng Indonesia,Ir. PETRUS SITORUS,L, Kota Administrasi Jakarta Timur ,26,2790,0,DP-3,7,56,TIDAK
1548,Partai Nasional Benteng Indonesia,PETER WAKANO,L, Kota Administrasi Jakarta Timur ,26,2790,0,DP-3,8,58,TIDAK
1549,Partai Nasional Benteng Indonesia,NOVIKA EFLINAR,P, Kota Administrasi Jakarta Timur ,26,2790,0,DP-3,9,24,TIDAK
1550,Partai Nasional Benteng Indonesia,"PURNAMA LIDYA SIMARMATA, SH.",P, Kota Administrasi Jakarta Timur ,26,2790,0,DP-3,10,11,TIDAK
1551,Partai Nasional Benteng Indonesia,"RENDI HASKEL MASLOW, SH.",L, Kota Administrasi Jakarta Timur ,26,2790,0,DP-3,11,15,TIDAK
1552,Partai Nasional Benteng Indonesia,ARIEL FABIANTO,L, Kota Administrasi Jakarta Timur ,26,2790,0,DP-3,12,11,TIDAK
1553,Partai Nasional Benteng Indonesia,"RIANO OSCHA, SH.",L, Kota Administrasi Jakarta Selatan ,26,954,0,DP-4,1,70,TIDAK
1554,Partai Nasional Benteng Indonesia,Ir. BAJORA ALAMSYAH,L, Kota Administrasi Jakarta Selatan ,26,954,0,DP-4,2,139,TIDAK
1555,Partai Nasional Benteng Indonesia,MERLIANA PRIMARYANI,P, Kota Administrasi Jakarta Selatan ,26,954,0,DP-4,3,47,TIDAK
1556,Partai Nasional Benteng Indonesia,"AGUS SUKARNA WIJAYA, S.Pd.",L, Kota Administrasi Jakarta Selatan ,26,954,0,DP-4,4,97,TIDAK
1557,Partai Nasional Benteng Indonesia,Ir. ANDRIANI SARTIKAWATI,P, Kota Administrasi Jakarta Selatan ,26,954,0,DP-4,5,38,TIDAK
1558,Partai Nasional Benteng Indonesia,EDI PRABOWO,L, Kota Administrasi Jakarta Selatan ,26,954,0,DP-4,6,70,TIDAK
1559,Partai Nasional Benteng Indonesia,BEGJOYO,L, Kota Administrasi Jakarta Selatan ,26,954,0,DP-4,7,16,TIDAK
1560,Partai Nasional Benteng Indonesia,NILAM SARI,P, Kota Administrasi Jakarta Selatan ,26,954,0,DP-4,8,32,TIDAK
1561,Partai Nasional Benteng Indonesia,"DIMPUAN FERNANDO, ST.",L, Kota Administrasi Jakarta Selatan ,26,954,0,DP-4,9,25,TIDAK
1562,Partai Nasional Benteng Indonesia,M. SOLIHIN,L, Kota Administrasi Jakarta Barat ,26,1130,0,DP-5,1,420,TIDAK
1563,Partai Nasional Benteng Indonesia,JAROT AGUNG SUMBOGO,L, Kota Administrasi Jakarta Barat ,26,1130,0,DP-5,2,59,TIDAK
1564,Partai Nasional Benteng Indonesia,SONDANG MARIANA RINGO,P, Kota Administrasi Jakarta Barat ,26,1130,0,DP-5,3,58,TIDAK
1565,Partai Nasional Benteng Indonesia,"YUDHI KOHANDI, MBA.",L, Kota Administrasi Jakarta Barat ,26,1130,0,DP-5,4,25,TIDAK
1566,Partai Nasional Benteng Indonesia,"JUNAEDI, SH.",L, Kota Administrasi Jakarta Barat ,26,1130,0,DP-5,5,105,TIDAK
1567,Partai Nasional Benteng Indonesia,RAJUANITA SINAGA,P, Kota Administrasi Jakarta Barat ,26,1130,0,DP-5,6,36,TIDAK
1568,Partai Nasional Benteng Indonesia,DADANG SASMITA,L, Kota Administrasi Jakarta Barat ,26,1130,0,DP-5,7,35,TIDAK
1569,Partai Nasional Benteng Indonesia,Drs. BOSMAN TAVIP SIMBOLON,L, Kota Administrasi Jakarta Barat ,26,1130,0,DP-5,8,41,TIDAK
1570,Partai Bulan Bintang,"JAMRON, SE.",L, Kota Administrasi Jakarta Utara ,27,5691,0,DP-1,1,1879,TIDAK
1571,Partai Bulan Bintang,"Drs. H. RUMALUTUR IDRIS, MM.",L, Kota Administrasi Jakarta Utara ,27,5691,0,DP-1,2,640,TIDAK
1572,Partai Bulan Bintang,"Ir. Hj. SITI KADARIAH DRADJAT, MM.",P, Kota Administrasi Jakarta Utara ,27,5691,0,DP-1,3,328,TIDAK
1573,Partai Bulan Bintang,"M. NUR HASIB, S.PDI.",L, Kota Administrasi Jakarta Utara ,27,5691,0,DP-1,4,201,TIDAK
1574,Partai Bulan Bintang,Drs. H. DAMAN HURI,L, Kota Administrasi Jakarta Utara ,27,5691,0,DP-1,5,82,TIDAK
1575,Partai Bulan Bintang,SITI MAHERA,P, Kota Administrasi Jakarta Utara ,27,5691,0,DP-1,6,64,TIDAK
1576,Partai Bulan Bintang,"KAMILUDIN, SE.",L, Kota Administrasi Jakarta Utara ,27,5691,0,DP-1,7,85,TIDAK
1577,Partai Bulan Bintang,"SAHRIN MANALU, S.SosI.",L, Kota Administrasi Jakarta Utara ,27,5691,0,DP-1,8,89,TIDAK
1578,Partai Bulan Bintang,ASMINAH,P, Kota Administrasi Jakarta Utara ,27,5691,0,DP-1,9,60,TIDAK
1579,Partai Bulan Bintang,Drs. SODIKIN,L, Kota Administrasi Jakarta Utara ,27,5691,0,DP-1,10,171,TIDAK
