no,Nama Partai,Nama Calon Legislatif,Jenis KeLamin,Kecamatan,No Urut Parpol,Suara Sah Partai,Jumlah Perolehan Kursi,Daerah Pemilihan,No Urut Caleg,Suara Sah Caleg,Terpilih atau Tidak
568,Partai Keadilan Sejahtera,"Euis Suryani, S.Pt",P,Kota Administrasi Jakarta Barat,8,104000,18,DP-5,8,2053,TIDAK
569,Partai Keadilan Sejahtera,"Rahmat Syah, S.Pd",L,Kota Administrasi Jakarta Barat,8,104000,18,DP-5,9,2732,TIDAK
570,Partai Keadilan Sejahtera,"Jatera, S.Ag",L,Kota Administrasi Jakarta Barat,8,104000,18,DP-5,10,2071,TIDAK
571,Partai Keadilan Sejahtera, Mauwah ,P,Kota Administrasi Jakarta Barat,8,104000,18,DP-5,11,703,TIDAK
572,Partai Keadilan Sejahtera, Abdul Basit ,L,Kota Administrasi Jakarta Barat,8,104000,18,DP-5,12,1024,TIDAK
573,Partai Keadilan Sejahtera, Komarudin ,L,Kota Administrasi Jakarta Barat,8,104000,18,DP-5,13,1026,TIDAK
574,Partai Keadilan Sejahtera, Seno Haris ,L,Kota Administrasi Jakarta Barat,8,104000,18,DP-5,14,1252,TIDAK
575,Partai Keadilan Sejahtera," Supriyadi, S.Pd ",L,Kota Administrasi Jakarta Barat,8,104000,18,DP-5,15,588,TIDAK
576,Partai Keadilan Sejahtera, Tarwiyah ,P,Kota Administrasi Jakarta Barat,8,104000,18,DP-5,16,312,TIDAK
577,Partai Keadilan Sejahtera, Muhammad Syarifudin ,L,Kota Administrasi Jakarta Barat,8,104000,18,DP-5,17,1358,TIDAK
578,Partai Keadilan Sejahtera, Sri Adi Bramasetia ,L,Kota Administrasi Jakarta Barat,8,104000,18,DP-5,18,300,TIDAK
579,Partai Keadilan Sejahtera, Abdul Aziz  ,L,Kota Administrasi Jakarta Barat,8,104000,18,DP-5,19,1314,TIDAK
580,Partai Keadilan Sejahtera," Syarifah Permata, SS ",P,Kota Administrasi Jakarta Barat,8,104000,18,DP-5,20,1411,TIDAK
581,Partai Amanat Nasional,Sandi Suryadinata,L,Kota Administrasi Jakarta Utara,9,27010,4,DP-1,1,1873,TIDAK
582,Partai Amanat Nasional,Sugiyanto,L,Kota Administrasi Jakarta Utara,9,27010,4,DP-1,2,839,TIDAK
583,Partai Amanat Nasional,"Ummu Kalsum, SH",P,Kota Administrasi Jakarta Utara,9,27010,4,DP-1,3,938,TIDAK
584,Partai Amanat Nasional,Buang Bin Busyarif,L,Kota Administrasi Jakarta Utara ,9,27010,4,DP-1,4,271,TIDAK
585,Partai Amanat Nasional,"Drs. Oman Rohman Rakinda, M.Si",L,Kota Administrasi Jakarta Utara,9,27010,4,DP-1,5,1327,TIDAK
586,Partai Amanat Nasional,Jenny Kalalo,P,Kota Administrasi Jakarta Barat,9,27010,4,DP-1,6,219,TIDAK
587,Partai Amanat Nasional,H.K. Abdul Kadir,L,Kota Administrasi Jakarta Utara,9,27010,4,DP-1,7,1328,TIDAK
588,Partai Amanat Nasional,Hj. Zuriati Z,P,Kota Administrasi Jakarta Utara,9,27010,4,DP-1,8,1008,TIDAK
589,Partai Amanat Nasional,KH. Moch. Asyari,L,Kota Administrasi Jakarta Utara,9,27010,4,DP-1,9,3380,YA
590,Partai Amanat Nasional,Ir. Sarifudin Halide,L,Kota Administrasi Jakarta Utara,9,27010,4,DP-1,10,1778,TIDAK
591,Partai Amanat Nasional,Noni Karim,P,Kota Administrasi Jakarta Utara,9,27010,4,DP-1,11,397,TIDAK
592,Partai Amanat Nasional,Azwan,L,Kota Administrasi Jakarta Utara,9,27010,4,DP-1,12,442,TIDAK
593,Partai Amanat Nasional,"Bambang Setiono, S.Ag",L,Kota Administrasi Jakarta Utara,9,27010,4,DP-1,13,1441,TIDAK
594,Partai Amanat Nasional,Desi Andamisari,P,Kota Administrasi Jakarta Utara,9,27010,4,DP-1,14,167,TIDAK
595,Partai Amanat Nasional,Suntono ,L,Kota Administrasi Jakarta Utara ,9,27010,4,DP-1,15,1904,TIDAK
596,Partai Amanat Nasional,Sugiharsono,L,Kota Administrasi Jakarta Utara,9,27010,4,DP-1,16,860,TIDAK
597,Partai Amanat Nasional,Aman Subekti,L,Kota Administrasi Jakarta Utara,9,27010,4,DP-1,17,168,TIDAK
598,Partai Amanat Nasional,Ahmad Hisyam ,L,Kota Administrasi Jakarta Utara,9,27010,4,DP-1,18,1324,TIDAK
599,Partai Amanat Nasional,"Aliudin E.A, SH",L,Kota Administrasi Jakarta Utara,9,27010,4,DP-1,19,2558,TIDAK
600,Partai Amanat Nasional,Boy Ade M.Nurdin,L,Kota Administrasi Jakarta Pusat ,9,14243,4,DP-2,1,976,TIDAK
601,Partai Amanat Nasional,Djali B.Sangadji,L,Kota Administrasi Jakarta Pusat ,9,14243,4,DP-2,2,2328,TIDAK
602,Partai Amanat Nasional,Jasmine Ravasia,P,Kota Administrasi Jakarta Pusat ,9,14243,4,DP-2,3,771,TIDAK
603,Partai Amanat Nasional,Abd. Nasser,L,Kota Administrasi Jakarta Pusat ,9,14243,4,DP-2,4,684,TIDAK
604,Partai Amanat Nasional,"Farid Tarigan, ST",L,Kota Administrasi Jakarta Pusat ,9,14243,4,DP-2,5,730,TIDAK
605,Partai Amanat Nasional,Dra. Marlina Handoyo,P,Kota Administrasi Jakarta Pusat ,9,14243,4,DP-2,6,2148,TIDAK
606,Partai Amanat Nasional,Rajab Siregar,L,Kota Administrasi Jakarta Pusat ,9,14243,4,DP-2,7,702,TIDAK
607,Partai Amanat Nasional,Mardhalena,P,Kota Administrasi Jakarta Pusat ,9,14243,4,DP-2,8,537,TIDAK
608,Partai Amanat Nasional,"R. Sani Ahmad Irsan, S.Sos",L,Kota Administrasi Jakarta Timur,9,14243,4,DP-2,9,859,TIDAK
609,Partai Amanat Nasional,Suryani Husin,P,Kota Administrasi Jakarta Pusat ,9,14243,4,DP-2,10,516,TIDAK
610,Partai Amanat Nasional,Syamsudin ,L,Kota Administrasi Jakarta Pusat,9,14243,4,DP-2,11,320,TIDAK
611,Partai Amanat Nasional,Nosri,L,Kota Administrasi Jakarta Pusat,9,14243,4,DP-2,12,328,TIDAK
612,Partai Amanat Nasional,"H. Abdul Malik, SE.,MM.",L,Kota Administrasi Jakarta Timur,9,35121,4,DP-3,1,3923,TIDAK
613,Partai Amanat Nasional,"H. Thamrin, SH",L,Kota Administrasi Jakarta Timur,9,35121,4,DP-3,2,7034,YA
614,Partai Amanat Nasional,Miyanto,L,Kota Administrasi Jakarta Timur,9,35121,4,DP-3,3,678,TIDAK
615,Partai Amanat Nasional,Dra. Hj. Sri Hartini,P,Kota Administrasi Jakarta Timur,9,35121,4,DP-3,4,997,TIDAK
616,Partai Amanat Nasional,"Johan Musyawa, SE",L,Kota Administrasi Jakarta Timur,9,35121,4,DP-3,5,1164,TIDAK
617,Partai Amanat Nasional,dr. Cendana Haripta,P,Kota Administrasi Jakarta Timur,9,35121,4,DP-3,6,467,TIDAK
618,Partai Amanat Nasional,Edward Sahara P. Sihite,L,Kota Administrasi Jakarta Timur,9,35121,4,DP-3,7,440,TIDAK
619,Partai Amanat Nasional,"Drs. H. Prabowo Soenirma, Ak, MM",L,Kota Administrasi Jakarta Timur,9,35121,4,DP-3,8,2313,TIDAK
620,Partai Amanat Nasional,Helmilia Contessa,P,Kota Administrasi Jakarta Timur,9,35121,4,DP-3,9,818,TIDAK
621,Partai Amanat Nasional,Hariman Siregar,L,Kota Administrasi Jakarta Timur,9,35121,4,DP-3,10,472,TIDAK
622,Partai Amanat Nasional,Nuraeny,P,Kota Administrasi Jakarta Timur,9,35121,4,DP-3,11,344,TIDAK
623,Partai Amanat Nasional,Abdul Manan,L,Kota Administrasi Jakarta Timur,9,35121,4,DP-3,12,1893,TIDAK
624,Partai Amanat Nasional,"Ir. Hairul Hidayat, MM",L,Kota Administrasi Jakarta Timur,9,35121,4,DP-3,13,500,TIDAK
625,Partai Amanat Nasional,"Hanafiah Amin, ST",L,Kota Administrasi Jakarta Timur,9,35121,4,DP-3,14,257,TIDAK
626,Partai Amanat Nasional,Ir. Tanty Pupti,P,Kota Administrasi Jakarta Timur,9,35121,4,DP-3,15,92,TIDAK
627,Partai Amanat Nasional,Hermiati Atas Purwandari,P,Kota Administrasi Jakarta Timur,9,35121,4,DP-3,16,180,TIDAK
628,Partai Amanat Nasional,Syofnal Aidil ,L,Kota Administrasi Jakarta Timur,9,35121,4,DP-3,17,293,TIDAK
629,Partai Amanat Nasional,"Agus Trianto, S.Sn",L,Kota Administrasi Jakarta Timur,9,35121,4,DP-3,18,877,TIDAK
630,Partai Amanat Nasional,Putri Rizki Arlita,P,Kota Administrasi Jakarta Timur,9,35121,4,DP-3,19,454,TIDAK
631,Partai Amanat Nasional,"Heza Arifiansyah, SE",L,Kota Administrasi Jakarta Pusat,9,35121,4,DP-3,20,500,TIDAK
632,Partai Amanat Nasional,Tasman Buyung Chaniago,L,Kota Administrasi Jakarta Timur,9,35121,4,DP-3,21,357,TIDAK
633,Partai Amanat Nasional,Ir. Firdaus Haviano,L,Kota Administrasi Jakarta Timur,9,35121,4,DP-3,22,323,TIDAK
634,Partai Amanat Nasional,H. Sahikan,L,Kota Administrasi Jakarta Timur,9,35121,4,DP-3,23,448,TIDAK
635,Partai Amanat Nasional,"Vera Tobing, SH, MH",P,Kota Administrasi Jakarta Barat,9,35121,4,DP-3,24,76,TIDAK
636,Partai Amanat Nasional,Usman Yatim,L,kota Administrasi Jakarta Timur,9,35121,4,DP-3,25,265,TIDAK
637,Partai Amanat Nasional,"Ahmad Masuku, SH",L,kota Administrasi Jakarta Timur,9,35121,4,DP-3,26,169,TIDAK
638,Partai Amanat Nasional,Salmiati Muchtar,P,kota Administrasi Jakarta Timur,9,35121,4,DP-3,27,128,TIDAK
639,Partai Amanat Nasional,"Drs. H. Johardin Jahip, MM",L,kota Administrasi Jakarta Timur,9,35121,4,DP-3,28,108,TIDAK
640,Partai Amanat Nasional,Ridwan Chaniago,L,kota Administrasi Jakarta Timur,9,35121,4,DP-3,29,133,TIDAK
641,Partai Amanat Nasional,Radian Sam,L,kota Administrasi Jakarta Timur,9,35121,4,DP-3,30,52,TIDAK
642,Partai Amanat Nasional,"KH. M. Zein Murhasan, S.Ag",L,kota Administrasi Jakarta Timur,9,35121,4,DP-3,31,504,TIDAK
643,Partai Amanat Nasional,"Nani Ismawati, S.Pd",P,Kota Administrasi Jakarta Utara,9,35121,4,DP-3,32,77,TIDAK
644,Partai Amanat Nasional,"Made Adi Gunawan, S.Ip, M.Si",L,Kota Administrasi Jakarta Timur,9,35121,4,DP-3,33,142,TIDAK
645,Partai Amanat Nasional,"Wanda Hamidah, SH., MH.",P,Kota Administrasi Jakarta Selatan,9,46717,4,DP-4,1,8768,YA
646,Partai Amanat Nasional,Ir. Adiat Mika,L,Kota Administrasi Jakarta Selatan,9,46717,4,DP-4,2,3894,TIDAK
647,Partai Amanat Nasional,"Drs. M. Iqbal Rais, MM",L,Kota Administrasi Jakarta Selatan,9,46717,4,DP-4,3,1853,TIDAK
648,Partai Amanat Nasional,Drs. Abdul Ghoni,L,Kota Administrasi Jakarta Selatan,9,46717,4,DP-4,4," 8,468 ",TIDAK
649,Partai Amanat Nasional,"Wiwik Sri Widiarty, SH, MH",P,Kota Administrasi Jakarta Selatan,9,46717,4,DP-4,5,718,TIDAK
650,Partai Amanat Nasional,Drs. Eko Tungganai,L,Kota Administrasi Jakarta Selatan,9,46717,4,DP-4,6,407,TIDAK
651,Partai Amanat Nasional,Ir. Syahbannoor Mardiansyah,L,Kota Administrasi Jakarta Selatan,9,46717,4,DP-4,7,464,TIDAK
652,Partai Amanat Nasional,R. Ridha Satria Pratama,L,Kota Administrasi Jakarta Selatan,9,46717,4,DP-4,8,550,TIDAK
653,Partai Amanat Nasional,Dra. Nur Komala Hayati,P,Kota Administrasi Jakarta Selatan,9,46717,4,DP-4,9,417,TIDAK
654,Partai Amanat Nasional,Drs. Abdul Muttalib Tuanaya,L,Kota Administrasi Jakarta Selatan,9,46717,4,DP-4,10,958,TIDAK
655,Partai Amanat Nasional,Sofwah Urwatil Wusqo,P,Kota Administrasi Jakarta Selatan,9,46717,4,DP-4,11,117,TIDAK
656,Partai Amanat Nasional,Drs. Midian Simatupang,L,Kota Administrasi Jakarta Selatan,9,46717,4,DP-4,12,121,TIDAK
657,Partai Amanat Nasional,Musfir Dahlan,L,Kota Administrasi Jakarta Pusat ,9,46717,4,DP-4,13,88,TIDAK
658,Partai Amanat Nasional,dr. Sri Rahayuwati,P,Kota Administrasi Jakarta Selatan,9,46717,4,DP-4,14,188,TIDAK
659,Partai Amanat Nasional,Saifoel STB. Tanjung,L,Kota Administrasi Jakarta Selatan,9,46717,4,DP-4,15,1286,TIDAK
660,Partai Amanat Nasional,Nuraini Rais Kahar,P,Kota Administrasi Jakarta Selatan,9,46717,4,DP-4,16,336,TIDAK
661,Partai Amanat Nasional,Ir. Al Idrus,L,Kota Administrasi Jakarta Selatan,9,46717,4,DP-4,17,5157,TIDAK
662,Partai Amanat Nasional,Solahudin Yasin,L,Kota Administrasi Jakarta Selatan,9,46717,4,DP-4,18,1912,TIDAK
663,Partai Amanat Nasional,H. Rojaya,L,Kota Administrasi Jakarta Selatan,9,46717,4,DP-4,19,498,TIDAK
664,Partai Amanat Nasional,Salabi,L,Kota Administrasi Jakarta Selatan,9,46717,4,DP-4,20,1131,TIDAK
665,Partai Amanat Nasional,"Desyi Erawati, SE",P,Kota Administrasi Jakarta Selatan,9,46717,4,DP-4,21,66,TIDAK
666,Partai Amanat Nasional,Baron Danardono Wibowo,L,Kota Administrasi Jakarta Selatan,9,46717,4,DP-4,22,158,TIDAK
667,Partai Amanat Nasional,Sudarto,L,Kota Administrasi Jakarta Selatan,9,46717,4,DP-4,23,329,TIDAK
668,Partai Amanat Nasional,Ir. Arlan,L,Kota Administrasi Jakarta Selatan,9,46717,4,DP-4,24,227,TIDAK
669,Partai Amanat Nasional,"H.S. Wijaya, BE.,S.Sos",L,Kota Administrasi Jakarta Barat,9,27145,4,DP-5,1,1551,TIDAK
670,Partai Amanat Nasional,"Ramilan, SE",L,Kota Administrasi Jakarta Barat,9,27145,4,DP-5,2,2023,TIDAK
671,Partai Amanat Nasional,"Tuti Sariningsih, SE.,MM.",P,Kota Administrasi Jakarta Barat,9,27145,4,DP-5,3,1361,TIDAK
672,Partai Amanat Nasional,"Najamuddin, SH.,MH.",L,Kota Administrasi Jakarta Barat,9,27145,4,DP-5,4,525,TIDAK
673,Partai Amanat Nasional,"Husen, SH.",L,Kota Administrasi Jakarta Barat,9,27145,4,DP-5,5,1705,TIDAK
674,Partai Amanat Nasional,"Elda Murni, SH",P,Kota Administrasi Jakarta Barat,9,27145,4,DP-5,6,424,TIDAK
675,Partai Amanat Nasional,Drs. H. Ibrahim Mahmud Nunggi,L,Kota Administrasi Jakarta Barat,9,27145,4,DP-5,7,584,TIDAK
676,Partai Amanat Nasional,Hasan Basri ,L,Kota Administrasi Jakarta Barat,9,27145,4,DP-5,8,1142,TIDAK
677,Partai Amanat Nasional,Nursimah Dara,P,Kota Administrasi Jakarta Barat,9,27145,4,DP-5,9,1705,TIDAK
678,Partai Amanat Nasional,Dhanang Sasongko,L,Kota Administrasi Jakarta Barat,9,27145,4,DP-5,10,1524,TIDAK
679,Partai Amanat Nasional,Muhammad Fitri,L,Kota Administrasi Jakarta Barat,9,27145,4,DP-5,11,670,TIDAK
680,Partai Amanat Nasional,"Juwarti Hafsah, SS.,M.Si.",P,Kota Administrasi Jakarta Barat,9,27145,4,DP-5,12,1206,TIDAK
681,Partai Amanat Nasional,"Ayang Ardiansyah, S.Kom",L,Kota Administrasi Jakarta Barat,9,27145,4,DP-5,13,196,TIDAK
682,Partai Amanat Nasional,Supriatiningsih,P,Kota Administrasi Jakarta Barat,9,27145,4,DP-5,14,116,TIDAK
683,Partai Amanat Nasional,Muhassim,L,Kota Administrasi Jakarta Barat,9,27145,4,DP-5,15,1890,TIDAK
684,Partai Amanat Nasional,Roppy Dayat,L,Kota Administrasi Jakarta Barat,9,27145,4,DP-5,16,119,TIDAK
685,Partai Amanat Nasional,Ratna Suryani,P,Kota Administrasi Jakarta Barat,9,27145,4,DP-5,17,106,TIDAK
686,Partai Amanat Nasional,Meimuddin Ilham,L,Kota Administrasi Jakarta Barat,9,27145,4,DP-5,18,91,TIDAK
687,Partai Amanat Nasional,Harun Sohar,L,Kota Administrasi Jakarta Barat,9,27145,4,DP-5,19,306,TIDAK
688,Partai Amanat Nasional,Hidayat,L,Kota Administrasi Jakarta Barat,9,27145,4,DP-5,20,2600,YA
689,Partai Amanat Nasional,Suhaeni,P,Kota Administrasi Jakarta Barat,9,27145,4,DP-5,21,214,TIDAK
690,Partai Amanat Nasional,"Sofwan Lutfi, SE",L,Kota Administrasi Jakarta Barat,9,27145,4,DP-5,22,599,TIDAK
691,Partai Perjuangan Indonesia Baru,Drs. Josef Mangondow Kabullah,L,Kota Administrasi Jakarta Utara,10,2649,0,DP-1,1,840,TIDAK
692,Partai Perjuangan Indonesia Baru,Sutjiadi Lukas,L,Kota Administrasi Jakarta Utara,10,2649,0,DP-1,2,402,TIDAK
693,Partai Perjuangan Indonesia Baru,Nuryati Samsuri,P,KAB. ADM. Kepulauan Seribu,10,2649,0,DP-1,3,275,TIDAK
694,Partai Perjuangan Indonesia Baru,Paulus Sukiyanto,L,Kota Administrasi Jakarta Utara,10,2649,0,DP-1,4,305,TIDAK
695,Partai Perjuangan Indonesia Baru,Carolina Dolang,P,Kota Administrasi Jakarta Utara,10,2649,0,DP-1,5,56,TIDAK
696,Partai Perjuangan Indonesia Baru,Yeni Silvia Liu,P,Kota Administrasi Jakarta Utara,10,2649,0,DP-1,6,153,TIDAK
697,Partai Perjuangan Indonesia Baru,Gamal Abdul Naser,L,Kota Administrasi Jakarta Barat,10,2649,0,DP-1,7,19,TIDAK
698,Partai Perjuangan Indonesia Baru,"Sumandi Widjaya, SE.",L,Kota Administrasi Jakarta Utara,10,1178,0,DP-2,1,567,TIDAK
699,Partai Perjuangan Indonesia Baru,"Drs. H. Adhy Haryono, MM",L,Kota Administrasi Jakarta Barat,10,1178,0,DP-2,2,75,TIDAK
700,Partai Perjuangan Indonesia Baru,Eria Ardinoto,P,Kota Administrasi Jakarta Barat,10,1178,0,DP-2,3,19,TIDAK
701,Partai Perjuangan Indonesia Baru,Jones H. Napitupulu,L,Kota Administrasi Jakarta Barat,10,1178,0,DP-2,4,18,TIDAK
702,Partai Perjuangan Indonesia Baru,dr. Wahyu Lay,L,Kota Administrasi Jakarta Pusat,10,1178,0,DP-2,5,110,TIDAK
703,Partai Perjuangan Indonesia Baru,Etina Ardinoto,P,Kota Administrasi Jakarta Pusat,10,1178,0,DP-2,6,32,TIDAK
704,Partai Perjuangan Indonesia Baru,"H. Mochammmad Amin Jar, SH",L,Kota Administrasi Jakarta Timur,10,1152,0,DP-3,1,235,TIDAK
705,Partai Perjuangan Indonesia Baru,"Jhon Sahap Edward Panggabean, SH",L,Kota Administrasi Jakarta Timur,10,1152,0,DP-3,2,358,TIDAK
706,Partai Perjuangan Indonesia Baru,Nilam Sari,P,Kota Administrasi Jakarta Timur,10,1152,0,DP-3,3,73,TIDAK
707,Partai Perjuangan Indonesia Baru,"Drs. Aleksandria Bangun, MA.,MM.",L,Kota Administrasi Jakarta Selatan,10,751,0,DP-4,1,90,TIDAK
708,Partai Perjuangan Indonesia Baru,Budenny Malik,L,Kota Administrasi Jakarta Pusat,10,751,0,DP-4,2,89,TIDAK
709,Partai Perjuangan Indonesia Baru,Sri Mulyani Tarigan,P,Kota Administrasi Jakarta Selatan,10,751,0,DP-4,3,61,TIDAK
710,Partai Perjuangan Indonesia Baru,"Prili Suswariniasita, SH",P,Kota Administrasi Jakarta Utara,10,751,0,DP-4,4,29,TIDAK
711,Partai Perjuangan Indonesia Baru,"Amran, SE.,MM.",L,Kota Administrasi Jakarta Pusat,10,751,0,DP-4,5,29,TIDAK
712,Partai Perjuangan Indonesia Baru,Ninanta Barus,P,Kota Administrasi Jakarta Selatan,10,751,0,DP-4,6,10,TIDAK
713,Partai Perjuangan Indonesia Baru,Nardiana,L,Kota Administrasi Jakarta Selatan,10,751,0,DP-4,7,28,TIDAK
714,Partai Perjuangan Indonesia Baru,Amansyah,L,Kota Administrasi Jakarta Pusat,10,751,0,DP-4,8,18,TIDAK
715,Partai Perjuangan Indonesia Baru,"Drs. H.M. Anda Hakim, SH, MH, MBL",L,Kota Administrasi Jakarta Barat,10,3018,0,DP-5,1,892,TIDAK
716,Partai Perjuangan Indonesia Baru,"Ikraman Thalib, SH, Msi",L,Kota Administrasi Jakarta Barat,10,3018,0,DP-5,2,106,TIDAK
717,Partai Perjuangan Indonesia Baru,"Juliwati Wham, Amd.",P,Kota Administrasi Jakarta Timur,10,3018,0,DP-5,3,57,TIDAK
718,Partai Perjuangan Indonesia Baru,Drs. Ali Wahab,L,Kota Administrasi Jakarta Barat,10,3018,0,DP-5,4,193,TIDAK
719,Partai Perjuangan Indonesia Baru,Ir. Nortjahjo Wonokusumo,L,Kota Administrasi Jakarta Barat,10,3018,0,DP-5,5,215,TIDAK
720,Partai Perjuangan Indonesia Baru,Fithri Surayya Dewi,P,Kota Administrasi Jakarta Barat,10,3018,0,DP-5,6,76,TIDAK
721,Partai Perjuangan Indonesia Baru,"Drs. Suryanandar Jayaputra, SH",L,Kota Administrasi Jakarta Timur ,10,3018,0,DP-5,7,44,TIDAK
722,Partai Perjuangan Indonesia Baru,Lexyndo Hakim,L,Kota Administrasi Jakarta Barat,10,3018,0,DP-5,8,48,TIDAK
723,Partai Perjuangan Indonesia Baru,"Farah Diba Pasaribu, SH",P,Kota Administrasi Jakarta Barat,10,3018,0,DP-5,9,33,TIDAK
724,Partai Perjuangan Indonesia Baru,Hadi Waluyo,L,Kota Administrasi Jakarta Barat,10,3018,0,DP-5,10,114,TIDAK
725,Partai Perjuangan Indonesia Baru,"Hadi Santoso, SE.",L,Kota Administrasi Jakarta Barat,10,3018,0,DP-5,11,42,TIDAK
726,Partai Perjuangan Indonesia Baru,"Iryani, SH.,MKN.",P,Kota Administrasi Jakarta Barat,10,3018,0,DP-5,12,11,TIDAK
727,Partai Perjuangan Indonesia Baru,Drs. Syamsudin,L,Kota Administrasi Jakarta Barat,10,3018,0,DP-5,13,31,TIDAK
728,Partai Perjuangan Indonesia Baru,Talmawati Chaniago ,P,Kota Administrasi Jakarta Pusat,10,3018,0,DP-5,14,19,TIDAK
729,Partai Perjuangan Indonesia Baru,"Rio Bonang, SH",L,Kota Administrasi Jakarta Barat,10,3018,0,DP-5,15,41,TIDAK
730,Partai Perjuangan Indonesia Baru,Karim Ardinoto,L,Kota Administrasi Jakarta Barat,10,3018,0,DP-5,16,21,TIDAK
731,Partai Perjuangan Indonesia Baru,"Siti Nurfitriani, SE",P,Kota Administrasi Jakarta Barat,10,3018,0,DP-5,17,27,TIDAK
732,Partai Perjuangan Indonesia Baru,"Andrew Linard, SH",L,Kota Administrasi Jakarta Barat,10,3018,0,DP-5,18,26,TIDAK
733,Partai Perjuangan Indonesia Baru,"Halim Kusuma Tjandra, SE",L,Kota Administrasi Jakarta Barat,10,3018,0,DP-5,19,39,TIDAK
734,Partai Perjuangan Indonesia Baru,"Etty Ardinoto, S.Kom",P,Kota Administrasi Jakarta Barat,10,3018,0,DP-5,20,23,TIDAK
735,Partai Perjuangan Indonesia Baru,"Jerry, S.Kom",L,Kota Administrasi Jakarta Barat,10,3018,0,DP-5,21,52,TIDAK
736,Partai Kedaulatan,Hj. Aprilliana,P,Kota Administrasi Jakarta Pusat,11,852,0,DP-1,1,210,TIDAK
737,Partai Kedaulatan,Eko Purwanto,L,Kota Administrasi Jakarta Utara,11,852,0,DP-1,2,98,TIDAK
738,Partai Kedaulatan,Ujang Ajad Mika,L,Kota Administrasi Jakarta Utara,11,852,0,DP-1,3,70,TIDAK
739,Partai Kedaulatan,Djajang Djunaedi,L,Kota Administrasi Jakarta Utara,11,852,0,DP-1,4,40,TIDAK
740,Partai Kedaulatan,"Yusrizal Samil, SE",L,Kota Administrasi Jakarta Utara,11,852,0,DP-1,5,47,TIDAK
741,Partai Kedaulatan,Drs. Muhamd Ridwan,L,Kota Administrasi Jakarta Pusat,11,824,0,DP-2,1,220,TIDAK
742,Partai Kedaulatan,"Hj. Khanifa, SH",P,Kota Administrasi Jakarta Pusat,11,824,0,DP-2,2,110,TIDAK
743,Partai Kedaulatan,"Mohd. Syahdini, S.Sos",L,Kota Administrasi Jakarta Pusat,11,824,0,DP-2,3,60,TIDAK
744,Partai Kedaulatan,Nana Strisna,L,Kota Administrasi Jakarta Pusat,11,824,0,DP-2,4,33,TIDAK
745,Partai Kedaulatan,H. Erits Rinaldy,L,Kota Administrasi Jakarta Pusat,11,824,0,DP-2,5,46,TIDAK
746,Partai Kedaulatan,Dwi Mailiana,P,Kota Administrasi Jakarta Pusat,11,824,0,DP-2,6,9,TIDAK
747,Partai Kedaulatan,Elvin GL. Titaley,L,Kota Administrasi Jakarta Pusat,11,824,0,DP-2,7,37,TIDAK
748,Partai Kedaulatan,Duryat,L,Kota Administrasi Jakarta Pusat,11,824,0,DP-2,8,12,TIDAK
749,Partai Kedaulatan,M. Nurridwan,L,Kota Administrasi Jakarta Pusat,11,824,0,DP-2,9,38,TIDAK
750,Partai Kedaulatan,"Asriyeni Rasul, BA",P,Kota Administrasi Jakarta Pusat,11,824,0,DP-2,10,5,TIDAK
751,Partai Kedaulatan,"Indra kusnadi, ST, MM",L,Kota Administrasi Jakarta Timur,11,2918,0,DP-3,1,892,TIDAK
752,Partai Kedaulatan,Erwin Irawan,L,Kota Administrasi Jakarta Timur,11,2918,0,DP-3,2,183,TIDAK
753,Partai Kedaulatan,"Elisa Widia Yuniyanti, SE",P,Kota Administrasi Jakarta Timur,11,2918,0,DP-3,3,117,TIDAK
754,Partai Kedaulatan,Suchrihaddin,L,Kota Administrasi Jakarta Timur,11,2918,0,DP-3,4,61,TIDAK
755,Partai Kedaulatan,Geby Melania Parinussa,P,Kota Administrasi Jakarta Timur,11,2918,0,DP-3,5,44,TIDAK
756,Partai Kedaulatan,"Andriyanof Basri, S.Kom",L,Kota Administrasi Jakarta Timur,11,2918,0,DP-3,6,42,TIDAK
757,Partai Kedaulatan,Desi Maulina,P,Kota Administrasi Jakarta Timur,11,2918,0,DP-3,7,58,TIDAK
758,Partai Kedaulatan,Indra Gunawan,L,Kota Administrasi Jakarta Timur,11,2918,0,DP-3,8,71,TIDAK
759,Partai Kedaulatan,"Sindu Utomo, ST",L,Kota Administrasi Jakarta Timur,11,2918,0,DP-3,9,41,TIDAK
760,Partai Kedaulatan,Syarul Bahar,L,Kota Administrasi Jakarta Timur,11,2918,0,DP-3,10,32,TIDAK
761,Partai Kedaulatan,Chaerul Ichsan,L,Kota Administrasi Jakarta Timur,11,2918,0,DP-3,11,72,TIDAK
762,Partai Kedaulatan,Achmad Al Idrus,L,Kota Administrasi Jakarta Selatan,11,1560,0,DP-4,1,224,TIDAK
763,Partai Kedaulatan,Edhy Bahariyanto,L,Kota Administrasi Jakarta Pusat,11,1560,0,DP-4,2,158,TIDAK
764,Partai Kedaulatan,Meidiya,P,Kota Administrasi Jakarta Pusat,11,1560,0,DP-4,3,101,TIDAK
765,Partai Kedaulatan,Rumekdy Meilinda Pasaribu,P,Kota Administrasi Jakarta Pusat,11,1818,0,DP-5,1,167,TIDAK
766,Partai Kedaulatan,"Muhamad Yunus, ST",L,Kota Administrasi Jakarta Barat,11,1818,0,DP-5,2,265,TIDAK
767,Partai Kedaulatan,Yatno,L,Kota Administrasi Jakarta Barat,11,1818,0,DP-5,3,103,TIDAK
